ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
858,20000,1,2,1,56,-1,0,1,-1,1,-1,13064,9550,10501,10641,11444,10274,4444,2026,1254,2207,2080,3260,1
859,200000,2,1,1,39,0,-1,-1,-1,-1,-1,115233,124315,133174,106182,122697,114613,13005,23459,34093,27695,10390,10983,0
860,300000,2,4,3,38,-1,-1,-1,-1,-1,0,299587,315516,238506,232960,289645,264655,86768,45371,69500,73013,42732,22203,1
861,500000,1,2,2,60,-1,-1,0,-1,-1,-1,517563,507118,505353,526082,388498,402728,13667,60273,70172,125965,134128,81300,0
862,500000,2,2,1,61,3,2,2,3,1,3,35630,47750,37642,37197,41475,40899,4496,16034,6688,9857,11301,7049,1
863,20000,2,3,2,45,-1,-1,0,-1,0,-1,5643,4546,5455,5067,4680,3919,1800,1269,689,748,949,577,0
864,300000,1,2,2,38,0,1,0,-1,0,1,53168,41146,50359,47331,51141,55309,4309,13351,8039,15600,16810,11667,0
865,300000,2,2,1,61,0,-1,0,0,0,0,262543,254212,225382,209826,214026,246048,29858,66650,47701,52936,29685,51154,1
866,200000,1,2,1,29,1,0,1,1,0,-1,14905,14979,18638,15983,15654,14542,4363,4397,2523,697,1207,619,0
867,300000,1,1,1,56,-1,-1,-1,0,1,0,234303,310981,254612,261010,254031,239893,14072,105166,44089,56488,74571,37644,0
868,300000,2,2,2,48,-1,-1,-1,-1,0,-1,20457,21003,16435,21958,18912,20863,768,3564,3019,1125,454,5381,0
869,120000,2,2,2,61,0,-1,0,-1,1,0,63086,69003,66916,88055,66158,81779,21371,22030,1879,16932,18889,11935,1
870,20000,1,2,2,40,-1,1,0,-1,1,1,5223,6176,5615,5899,6635,5846,802,211,415,290,180,2041,1
871,120000,1,1,1,60,0,-1,-1,1,0,0,57222,66732,53082,48780,55585,51218,13567,3710,10544,11072,6328,5002,0
872,50000,2,2,3,21,0,1,0,-1,0,1,18813,27533,25126,24399,22717,23790,1165,5006,524,4162,3119,4372,0
873,20000,2,2,2,56,0,0,-1,-1,1,-1,16645,14386,16757,14787,15643,13923,1542,2442,4229,2994,1957,3374,0
874,20000,1,2,2,24,0,0,1,0,-1,0,10603,11645,10256,10403,9921,8752,1821,1916,3269,2435,995,1757,0
875,200000,1,1,1,51,0,0,-1,0,-1,1,74677,78855,107363,87749,97065,84301,18131,15555,28881,9004,5406,2773,0
876,120000,2,1,2,30,0,0,-1,0,0,0,91158,104059,103610,95136,95194,98592,10644,20568,12813,11934,2003,18684,0
877,120000,1,2,2,66,-1,0,0,-1,-1,0,92171,120538,93650,103405,123705,105635,28750,37039,15775,18518,34099,35801,0
878,300000,1,1,1,57,1,1,0,-1,0,1,200749,208703,238535,280434,244600,197849,55763,27997,55992,58016,41773,30508,0
879,120000,1,2,1,25,0,-1,0,0,1,0,89815,99007,105101,87495,85549,76623,18143,12312,25701,28418,6282,4470,0
880,200000,1,4,1,62,-1,-1,-1,-1,-1,-1,102629,111835,91152,96135,90366,106591,17604,28140,31226,13086,4257,2879,0
881,20000,2,2,1,32,-1,-1,-1,-1,-1,-1,17031,19968,17318,21283,17744,18365,3822,4672,3163,4581,1985,2865,0
882,300000,2,3,2,46,0,-1,0,0,0,0,161027,144020,180999,144835,176458,164287,42100,42320,18524,46990,24164,13331,1
883,120000,2,1,1,25,-1,0,0,0,0,0,107620,123508,125142,93903,95614,115932,6945,15075,17460,24122,16471,34252,0
884,50000,2,1,1,25,1,1,1,2,0,2,42248,46161,46255,35199,36180,40782,12732,1020,15005,4517,1930,13631,1
885,300000,2,3,2,32,1,2,2,3,1,2,53117,53056,65090,61356,60248,55950,9640,17590,14892,9623,20687,18484,0
886,300000,1,3,1,46,2,3,2,3,2,2,28989,23575,23182,27359,27494,31622,9527,815,7075,8481,2988,4540,0
887,20000,1,3,1,46,1,0,-1,0,0,1,15616,17484,16342,15346,17656,17329,5236,4273,4231,2523,2924,2947,1
888,50000,2,1,2,61,0,0,0,0,0,-1,30407,36892,39456,29309,28563,33544,916,4655,13359,3023,7254,4158,0
889,20000,1,3,1,28,0,-1,-1,1,0,1,13393,12267,11101,10790,14352,13230,1967,1959,2058,2078,1756,828,0
890,50000,2,2,1,56,0,1,0,0,-1,-1,54753,56637,40187,47127,53603,39737,10603,16795,13401,3835,2531,8125,1
891,20000,2,2,1,21,0,0,0,0,0,0,9398,9717,9910,11137,12627,9194,1861,1539,3095,2361,1821,748,1
892,200000,1,1,1,34,0,0,0,1,0,0,79051,85127,83032,71982,72045,70225,23034,5758,24761,24991,14585,2781,0
893,120000,2,4,2,29,-1,-1,-1,-1,-1,-1,78694,70244,75982,70580,65069,77688,5238,18893,25066,23987,19376,23330,0
894,500000,1,1,1,26,-1,0,-1,-1,0,-1,30068,29043,41118,38869,28642,41597,6777,774,7953,8650,4050,11793,0
895,300000,1,3,1,48,-1,-1,0,-1,-1,-1,209368,214488,167179,190179,201125,193590,69312,23735,44324,59425,63061,63047,0
896,200000,2,2,3,63,-1,0,-1,-1,-1,0,176249,202763,191353,190590,157765,197531,61494,40058,38894,55080,31585,25292,0
897,120000,1,3,2,52,2,2,3,2,2,1,6297,5094,4661,5883,5120,4673,146,837,1287,1963,1314,1436,0
898,20000,2,3,1,61,-1,-1,-1,-1,-1,-1,19884,20053,20131,15095,15614,20097,6779,4505,5476,4651,467,3044,0
899,20000,2,3,1,48,1,0,-1,0,0,-1,19506,19152,16667,16994,18724,13616,1176,2793,4504,5386,5909,599,1
900,200000,2,1,2,23,2,3,3,2,2,2,30154,32681,32073,25189,26699,34390,5946,4865,5176,2411,2414,5883,0
901,20000,1,1,2,37,0,0,0,0,-1,-1,18579,14614,15691,18639,16665,14714,1882,1973,4437,1344,2125,2983,1
902,20000,1,2,2,59,-1,0,0,0,0,0,14026,13619,12969,15276,17114,12666,3087,4260,4010,527,3299,2059,0
903,50000,1,2,1,23,0,0,-1,0,1,1,23650,28442,21304,26660,29870,26476,761,731,4899,6333,10058,7391,1
904,500000,1,1,1,25,1,0,-1,1,0,1,159511,163038,157490,160183,156176,118266,15735,53815,26778,52549,20938,16096,0
905,120000,2,1,1,60,1,0,0,-1,1,1,36957,34133,33162,36569,39071,31264,4404,4717,10000,12724,3624,10127,0
906,200000,1,2,2,23,2,1,1,2,2,0,142942,124629,143022,106342,101400,135112,46048,17499,39601,32037,34175,6008,1
907,80000,1,1,2,66,1,1,1,1,1,1,18426,19363,20356,25982,19390,24606,3917,5025,3561,7644,5560,6341,1
908,50000,2,1,1,56,1,1,1,1,1,0,15834,17688,18139,16881,16086,16367,4017,2620,3833,3228,3843,5344,0
909,80000,1,3,2,52,4,3,3,3,3,3,65254,79460,68015,72363,72581,76182,15862,17758,16753,12239,11263,15430,1
910,20000,1,2,1,46,0,1,0,-1,0,0,15076,12042,12230,13697,14092,15427,2253,3831,3022,3168,2237,4781,0
911,300000,1,4,2,25,1,0,0,1,1,2,187802,238567,229482,218460,226966,195052,4624,71390,28144,6006,75743,48432,1
912,50000,2,4,2,40,0,0,-1,0,-1,0,45182,50885,45630,48596,46496,47036,2499,9671,5319,13710,1987,1166,1
913,80000,2,1,2,58,0,1,0,0,-1,0,4713,3875,3843,4488,4302,4162,807,993,1202,1063,1161,1005,0
914,500000,1,3,1,63,1,1,1,2,1,1,155955,161602,145202,151821,114542,161060,51562,24160,47802,11556,25013,38117,0
915,200000,2,2,2,42,0,1,2,0,0,2,149524,115630,125317,136129,162206,131015,15264,31924,19133,31279,55082,2621,1
916,120000,2,2,1,60,3,2,2,3,2,1,47715,45843,57296,61766,63537,60325,11949,3491,18415,13454,12978,9351,1
917,120000,2,1,2,57,1,0,0,0,1,0,17288,18248,19432,20821,17072,18291,5061,639,3406,5830,1921,600,0
918,300000,1,1,1,23,1,0,0,1,0,0,255949,241860,199514,196517,228852,258479,81708,47995,14998,58241,63477,30161,0
919,50000,1,1,2,50,0,-1,0,0,0,-1,3600,4037,4185,4617,5278,4967,420,367,1095,478,1822,1716,0
920,200000,2,2,1,49,-1,1,1,0,0,1,110445,134388,94834,92716,133216,114827,36151,35005,3332,26774,42557,37926,1
921,500000,1,4,1,46,1,1,1,1,2,0,342716,263741,234860,270105,280059,241199,75614,14093,13526,21633,32840,59335,0
922,200000,2,2,1,57,2,1,0,2,1,1,109258,119113,107626,144941,108066,150869,20515,2716,35573,21754,14512,21281,0
923,120000,2,3,1,62,0,0,0,-1,0,-1,48482,46892,43243,46564,49845,43389,13423,11393,8251,8501,13412,6544,0
924,50000,1,4,1,46,1,-1,-1,0,1,0,2917,3885,2770,3833,3527,3457,288,719,298,1094,766,112,1
925,50000,2,2,2,36,0,-1,-1,1,0,0,39377,45619,51598,44938,48441,45140,11346,15244,9212,14261,1154,5941,0
926,500000,2,1,1,67,-1,0,-1,-1,-1,0,411911,378818,517732,391029,426763,407884,96588,38514,109137,10042,28513,113737,0
927,120000,2,3,1,66,0,0,1,0,-1,1,71428,57396,48950,51825,68685,60582,20270,3482,11299,13645,3311,11594,0
928,80000,2,2,1,53,2,1,1,1,1,2,5300,4527,5238,4568,5206,5164,1602,125,706,1414,411,915,0
929,80000,2,1,1,51,1,0,-1,-1,0,0,53065,48439,38779,45761,47653,45984,11871,8070,5733,15326,5747,2302,0
930,200000,2,2,2,25,3,3,4,3,3,2,65849,74646,58691,70305,76278,59802,2115,3976,11821,7621,25871,19332,0
931,120000,2,4,3,39,-1,-1,-1,0,0,0,30257,25194,31468,27863,24978,29088,3578,6952,7136,2147,6075,3298,1
932,200000,2,2,1,30,0,1,0,1,1,1,42626,41890,40563,35701,40107,40556,13203,1832,13144,6592,1526,5935,0
933,50000,2,2,2,45,1,0,0,0,0,-1,11246,11938,8769,9468,11473,11682,2551,3866,1310,3004,2528,1508,1
934,200000,1,1,2,59,0,0,1,0,1,1,79747,65081,82587,62961,76481,59310,25018,12917,25490,7816,12550,7620,1
935,120000,1,1,3,31,0,1,0,1,-1,0,41783,33081,43948,41502,44759,37727,6137,8263,15283,7747,12032,8216,1
936,500000,1,1,1,67,0,0,0,0,0,-1,455277,476289,432618,390806,435074,352048,84936,30102,57049,136208,135610,79886,0
937,50000,2,3,1,27,2,2,2,2,1,3,22057,21205,28168,22555,24161,28455,6719,1050,816,3845,1003,6189,1
938,50000,2,3,2,25,0,0,0,0,0,0,26107,19585,25319,22143,20832,23505,7087,2677,5556,5033,7153,1001,1
939,120000,2,1,2,66,0,-1,-1,-1,-1,-1,19980,17784,24167,19862,22394,21664,2888,3409,7690,6922,875,7364,0
940,120000,1,2,2,25,-1,0,1,0,0,-1,127536,108772,106182,100851,90221,126542,3503,22832,3994,14239,23609,32346,0
941,200000,2,1,2,55,0,1,0,0,0,0,18419,20076,21872,21805,19983,17959,5719,2586,1860,2400,6355,5590,0
942,80000,2,1,1,56,0,0,0,0,0,0,18608,22216,22183,20485,20980,21267,5200,2443,5393,2321,5624,1545,0
943,500000,1,2,2,36,0,0,0,0,-1,0,297347,309952,290082,279215,301957,351453,50020,106581,83307,62436,21064,115134,0
944,120000,2,2,2,24,0,0,-1,1,-1,0,88907,87369,69234,77124,75743,87232,17804,9608,3364,5683,6713,22519,0
945,20000,2,2,1,35,1,0,0,0,0,0,15589,14302,15375,13261,16267,17330,1362,936,2153,985,546,3210,0
946,20000,2,2,2,24,0,0,0,1,1,1,9926,9917,7308,10180,7150,10444,1548,1374,721,1077,452,288,0
947,500000,1,2,1,52,1,1,1,1,1,0,202499,225040,155772,203614,196835,203516,14955,27067,52714,40419,7900,21074,0
948,20000,2,1,2,62,0,0,0,0,0,0,5692,6534,6350,6335,5878,5531,509,1040,1557,1891,221,1641,0
949,500000,2,1,2,67,-1,0,0,0,0,0,299859,280430,347672,302459,343112,260942,89748,63328,61524,58876,70508,37870,0
950,50000,2,4,2,58,2,2,2,3,2,2,21146,21179,15972,17100,19165,21771,2952,4639,4864,4758,868,5308,1
951,20000,2,3,3,57,1,-1,1,0,0,0,8316,6307,6540,6913,7997,5890,2402,1579,1291,2322,1281,1538,0
952,80000,2,4,2,62,2,4,4,2,4,2,4598,4456,5434,4454,5474,4818,811,319,1742,1176,1391,1329,0
953,200000,1,3,1,57,-1,-1,-1,-1,-1,-1,223781,224968,183788,216134,220300,222364,9702,7910,18159,50169,5506,32504,0
954,80000,2,2,1,51,1,0,-1,0,0,0,6650,7141,9011,8960,9376,9068,926,2006,261,203,2164,2903,0
955,300000,2,4,1,67,0,0,0,1,0,0,97794,77167,92885,83443,81308,77297,7063,7073,14999,14016,21942,8999,0
956,200000,2,2,1,36,-1,0,-1,0,0,1,207116,189574,193860,205647,171480,204025,51547,23539,16945,22303,33798,60371,1
957,80000,1,1,1,40,1,0,0,0,0,0,58321,62224,51972,50356,65122,57285,18707,10601,15372,9522,11523,9174,0
958,200000,1,1,1,63,1,-1,-1,0,0,0,96560,124706,112948,105760,121848,139310,26246,31972,22122,35308,31823,13554,1
959,500000,2,1,1,35,0,0,1,1,0,0,365320,294275,356445,286376,354756,349788,101151,21771,41083,36011,69110,46640,0
960,80000,1,1,1,35,2,2,1,3,2,1,10282,11944,8896,9824,11753,11187,3130,3795,2448,717,2210,3175,0
961,50000,2,2,2,28,1,0,0,-1,0,0,35378,36866,35979,36601,34761,33026,9774,4648,6975,10707,9892,7361,0
962,80000,1,3,1,33,-1,-1,-1,-1,-1,-1,19636,26837,21724,26404,19738,20479,4077,9239,4038,9159,5850,1333,0
963,300000,2,3,2,48,0,-1,0,0,0,0,320372,257758,309431,269262,305178,279138,81922,29432,24649,74699,43206,17002,1
964,50000,2,2,2,62,1,1,0,0,0,1,11656,10750,13373,12550,13990,14515,1833,2789,4659,824,2197,3581,1
965,500000,1,1,2,27,-1,-1,0,-1,-1,-1,320778,331592,351077,271146,363822,325420,13908,47848,83372,54698,103416,32227,0
966,200000,2,3,1,52,0,-1,0,0,0,0,135122,100207,124044,93981,122540,129761,34164,29668,37472,14446,24484,11530,0
967,200000,1,2,1,57,0,0,0,0,-1,0,40055,38164,29488,32223,32053,29536,10340,6586,7982,7380,7905,7896,0
968,80000,2,1,2,63,-1,-1,-1,-1,-1,-1,32039,28039,36498,26848,26037,29217,3006,8615,6787,6460,1166,3695,0
969,500000,2,2,2,56,0,-1,0,-1,0,-1,402372,386426,449470,373141,380528,413403,134714,103871,10432,106845,19586,17586,0
970,20000,2,2,1,28,0,0,0,0,1,0,4306,4330,4512,4343,4711,5282,160,923,1082,430,920,846,0
971,80000,1,2,2,43,1,1,1,0,1,1,75976,75429,77159,67645,85944,77714,19971,7731,4108,22887,24953,16151,1
972,80000,1,3,2,65,0,-1,0,0,-1,0,22523,22435,24237,27801,28052,25190,7648,2372,8174,2525,3491,5503,0
973,120000,2,3,1,63,0,1,-1,1,-1,0,64704,72604,90264,91365,89194,64331,7895,25205,9230,5568,30059,2528,0
974,120000,2,2,2,49,1,2,1,3,1,2,64732,67488,73132,61766,76859,82752,20786,21959,10327,18130,20821,14040,0
975,50000,2,1,1,66,0,0,-1,-1,0,0,25903,27984,23810,26886,22743,28855,7582,1837,4809,4647,6321,4000,0
976,50000,1,3,1,52,-1,-1,-1,-1,-1,-1,29592,36820,39283,35874,33784,37893,7858,3215,7301,6521,9974,6371,0
977,20000,1,2,2,24,1,1,0,1,1,1,13058,13164,15800,15705,13460,16411,4371,727,3731,1965,1399,554,1
978,200000,2,1,1,63,-1,0,0,-1,0,0,146691,106568,109380,137746,105423,134772,34595,9211,30466,4864,13600,15842,0
979,80000,1,2,2,28,1,0,1,0,0,0,39570,37775,48969,46781,46613,51692,7253,4373,13222,3924,2754,12010,0
980,120000,1,2,1,38,0,-1,1,0,0,1,81510,67081,84186,88176,72712,83652,19804,19883,26911,23925,10580,5148,0
981,200000,2,2,1,32,2,3,3,3,3,2,83267,85443,80540,74352,70011,69140,12981,4392,14100,6993,2228,23268,1
982,200000,1,1,2,54,2,2,3,2,3,3,23101,21496,22634,22156,24375,21119,2938,6687,4442,7700,6532,7349,0
983,120000,2,2,1,22,1,1,-1,0,1,0,19177,28164,24897,25145,25063,27183,904,9596,7679,7026,7139,3776,0
984,200000,1,1,1,51,1,1,1,1,1,0,100433,140215,126063,146063,104138,143155,14536,15840,14266,43823,9424,35032,0
985,200000,2,1,2,61,0,0,0,0,0,0,210990,155640,224611,186289,202960,202955,60143,26545,22720,57411,36871,46611,0
986,200000,2,1,2,58,1,1,0,0,0,-1,13570,11835,13742,16319,11418,12658,4505,2304,316,4197,2760,951,0
987,200000,2,4,2,35,1,1,1,1,-1,0,94018,91988,119984,120579,114278,126999,32135,8083,31639,20961,30288,18809,0
988,80000,1,2,1,63,-1,-1,0,-1,-1,-1,21474,19593,25599,24734,24028,20448,1893,5122,6320,7979,8167,7026,1
989,50000,2,2,1,38,-1,-1,-1,-1,-1,-1,29295,29565,24973,32940,29209,25996,6110,6250,2779,5295,2518,1615,1
990,300000,2,2,2,52,-1,-1,-1,-1,-1,-1,196113,190718,187703,251070,252309,232870,41183,10874,11801,12960,25588,48858,1
991,80000,1,3,1,44,-1,-1,-1,-1,-1,-1,61244,49543,71506,60674,57377,61845,4782,15639,2433,13155,17315,13465,0
992,120000,1,2,1,24,1,0,-1,0,0,1,89997,75384,97240,98676,78758,83683,19073,9025,17599,5411,4101,6299,1
993,50000,1,3,2,21,2,2,1,2,3,1,41305,42361,37979,32305,39457,41320,5770,3031,3184,7632,11021,8124,1
994,120000,2,2,1,29,1,-1,-1,0,1,0,15328,11014,11005,15997,12775,14777,5073,3788,3101,5585,817,4769,0
995,120000,2,1,1,64,1,1,1,1,1,1,61869,76148,55551,72392,55164,55906,6447,4108,18526,17578,9558,3251,0
996,200000,2,2,1,65,1,1,1,1,1,1,68334,56322,47544,62399,58458,54141,20195,2235,13139,5583,12594,4472,0
997,120000,2,2,2,40,0,1,0,2,2,2,110525,104358,107032,92396,98321,120582,34921,10268,32219,6051,26880,12583,0
998,80000,2,3,2,66,1,-1,1,0,0,0,62688,63139,65181,58549,63023,74682,16476,7914,22615,8056,3642,20001,0
999,500000,2,3,2,23,2,2,2,3,2,2,78216,74157,63634,66374,76356,84953,7105,12099,16829,4520,22291,17882,1
1000,120000,2,2,1,66,0,1,1,1,2,1,34912,32278,35210,30104,37108,28405,3697,7943,7296,6261,11157,5288,0
1001,300000,2,4,1,31,0,1,1,1,0,1,116317,143779,170837,154522,164992,148601,39602,20227,49082,43022,46503,41813,0
1002,300000,1,2,2,22,2,2,2,2,3,2,347351,272499,348285,334972,310750,326125,15638,55747,71771,79450,102333,111804,0
1003,120000,2,2,1,56,-1,0,0,0,0,0,21089,16641,20305,19218,20737,16034,1236,364,3304,4298,6383,1357,1
1004,500000,2,2,2,38,0,-1,0,0,1,-1,269384,239394,288585,282075,302035,312120,92379,35194,8867,46189,82586,89883,0
1005,20000,1,1,2,34,2,2,3,2,2,1,7619,7956,7585,8842,8071,7229,2105,2640,1761,680,1704,1027,1
1006,500000,2,3,2,56,0,-1,0,0,0,1,368946,348543,333366,381211,368930,354597,98252,96093,105403,87856,105826,24175,0
1007,300000,1,1,1,36,1,1,1,1,1,1,234150,213974,172831,215305,226483,162925,17062,56588,42989,34101,77425,17050,0
1008,120000,2,2,3,56,-1,0,-1,-1,-1,-1,34173,38867,37722,31683,36366,30566,6197,4683,5785,3827,8375,4638,0
1009,300000,2,2,1,30,0,-1,0,-1,-1,-1,193840,237443,256905,257676,278663,221528,57658,43000,57437,61214,27882,70163,0
1010,120000,2,1,3,25,1,0,0,0,1,0,16932,18202,16662,15209,15619,15277,2176,5436,4803,2204,1589,2717,0
1011,50000,1,1,2,36,-1,-1,-1,-1,0,-1,34795,40628,36911,35828,49099,35152,2909,12613,10047,2706,13879,7829,0
1012,300000,1,2,2,49,3,3,4,3,4,3,79419,73664,64018,77863,71365,72445,1875,18745,11656,13981,24729,2243,1
1013,50000,1,1,2,31,-1,-1,-1,0,-1,-1,31629,32186,35121,32982,25306,31068,7130,5492,4894,3807,2262,1277,0
1014,80000,1,2,2,27,1,-1,-1,0,0,0,31944,26806,26364,28419,26397,24516,3736,1183,3980,7447,8978,8081,0
1015,120000,1,2,1,56,0,1,0,0,0,0,66272,67123,62775,88675,77443,69652,20213,3986,20063,3150,8405,20661,0
1016,300000,1,1,1,44,3,2,3,2,3,3,90110,90697,94880,103143,72800,78680,10232,1822,7215,31091,11373,14286,0
1017,80000,2,1,2,41,1,0,1,0,0,-1,49542,39146,51177,48878,40826,56245,3468,5423,15597,8418,13051,4844,0
1018,120000,1,3,2,32,-1,-1,-1,-1,-1,-1,5701,5544,5254,5106,5884,5280,1920,153,443,128,1985,175,1
1019,20000,1,4,1,21,-1,-1,-1,-1,-1,-1,7053,9031,7135,6522,8485,8495,2386,1477,2452,417,1757,2904,0
1020,20000,2,1,2,23,-1,0,0,0,0,1,14921,16539,18721,17722,14537,16124,3671,3592,3144,5883,4848,352,0
1021,20000,2,4,2,53,3,2,3,4,3,3,11189,7934,11469,11016,10080,8955,3651,1718,3005,2172,3003,881,1
1022,20000,2,2,1,24,3,3,2,3,3,3,10337,8643,10387,10487,11170,11970,758,1756,2707,2869,3417,2940,1
1023,500000,2,2,1,32,1,0,1,0,0,1,341691,374876,358503,259823,354863,342078,58740,35476,98565,80887,108773,112716,0
1024,300000,2,3,2,63,0,1,-1,-1,0,0,139327,163805,128497,118826,147393,145167,12173,31341,36043,14936,21734,8511,0
1025,300000,2,3,1,37,-1,-1,0,-1,0,0,298709,278365,284913,233059,237152,220665,53169,95575,9372,46724,7142,60767,0
1026,20000,2,3,1,55,1,-1,0,-1,0,1,8668,7550,8836,9080,10357,7806,2436,1258,973,2130,769,1010,1
1027,20000,2,2,1,37,1,1,-1,0,1,0,15925,18015,21630,18913,21972,17318,4758,5559,2072,5630,979,4230,1
1028,50000,2,2,1,64,0,-1,0,0,1,1,39027,40936,49289,37326,42144,43224,834,5971,12348,5921,4214,2242,1
1029,120000,1,2,1,59,0,1,0,0,0,0,43394,60031,49232,53921,43737,62970,6445,13543,12086,18013,1672,19230,1
1030,80000,2,1,2,43,2,2,2,2,1,2,35865,32136,27226,36346,32030,30446,12482,5752,3213,8008,3567,7714,0
1031,120000,1,2,1,53,-1,-1,-1,-1,-1,0,88847,92729,93664,81369,95583,77663,19055,22926,26400,25092,20488,26044,0
1032,50000,2,1,3,40,-1,0,-1,0,-1,1,42532,36386,31334,33137,43499,31922,5007,11502,3848,1574,2894,5931,1
1033,300000,1,2,2,65,-1,-1,-1,-1,-1,-1,72537,76664,71575,68876,77414,63718,10762,12687,9531,11908,9614,19939,0
1034,80000,1,1,2,37,0,-1,-1,-1,-1,-1,24923,21435,21847,25849,26203,18110,3151,5786,3312,2045,2462,3591,0
1035,20000,1,1,3,60,-1,0,-1,-1,0,-1,4409,3568,3063,3123,4004,3491,739,1110,813,1002,205,660,0
1036,300000,2,2,2,49,0,1,0,0,0,1,247064,231759,250331,200782,201340,276330,41180,65019,5979,19585,48948,14154,0
1037,500000,1,2,1,51,-1,0,-1,0,-1,-1,329444,379109,363175,375458,297870,373881,61693,10654,115901,95848,93739,107930,0
1038,20000,2,2,2,37,2,1,0,1,2,1,3794,5225,5164,4225,3884,3988,657,104,1282,172,995,622,0
1039,120000,2,1,1,60,1,2,2,1,3,2,69673,66122,59420,77901,59217,61857,13259,20588,12690,6721,14554,13485,0
1040,300000,1,2,2,56,2,2,2,3,2,1,259120,274025,187254,253696,192780,240448,7575,71431,18410,31851,66392,56439,0
1041,200000,2,2,2,59,0,-1,1,1,0,1,195758,182927,162814,164083,187495,154316,7431,61497,45460,45618,48996,42543,0
1042,300000,1,3,1,58,-1,-1,-1,-1,0,-1,59591,60135,58713,74263,72017,75010,8490,7006,18084,7640,2559,15741,0
1043,80000,1,2,1,28,-1,-1,-1,-1,-1,-1,29300,24725,28573,28466,21592,27775,9142,6923,5300,8242,1986,6237,0
1044,80000,2,2,3,62,1,0,1,0,1,0,29691,24514,28656,30244,34004,30228,8342,6974,3338,8475,7833,5799,0
1045,200000,2,2,1,60,3,3,3,4,2,3,118041,147082,109350,116490,151013,140220,6651,44553,15919,40471,34866,31213,1
1046,50000,1,4,1,32,3,3,3,3,3,3,9946,7279,10438,9276,7534,7703,1823,1807,1642,2258,2220,1283,1
1047,50000,2,3,1,67,0,0,0,0,0,0,11848,10734,9694,13328,9295,9296,2600,704,1172,3070,673,2567,0
1048,200000,1,2,2,45,0,0,0,0,-1,0,145212,143114,149770,129634,157671,166311,25962,35021,38194,28325,54207,47808,0
1049,200000,2,2,2,36,0,1,0,1,-1,1,105341,124153,130132,107447,129766,97714,26356,27249,17296,6035,24704,18628,0
1050,20000,2,1,2,31,0,0,0,-1,-1,0,4076,4648,4204,4652,4337,3189,1422,604,1223,880,1404,218,0
1051,120000,2,4,1,38,3,2,2,2,3,3,48568,56462,46501,47766,40786,58711,2517,5016,8045,14377,7940,8410,1
1052,80000,2,2,1,22,0,-1,1,1,-1,0,11974,12858,16462,11283,14816,15454,2276,4012,3746,303,1210,4592,0
1053,120000,1,2,1,53,0,0,0,-1,0,1,49223,46306,47161,39625,53132,39865,9307,3095,15696,2448,7217,12857,0
1054,500000,2,4,2,54,0,0,-1,0,0,0,230694,192769,172272,230835,194829,248473,47427,30712,28803,50363,18116,26866,1
1055,20000,2,3,2,52,-1,0,-1,-1,-1,-1,2426,3547,2433,3275,3219,2508,182,799,185,980,345,829,0
1056,500000,2,1,2,46,-1,-1,0,0,0,1,51417,42942,59608,42867,50547,56810,11859,14630,12009,5204,15862,6323,0
1057,120000,1,1,1,38,1,0,1,0,0,2,110379,126432,97702,95049,94467,103411,3822,30523,17967,29235,13654,33425,1
1058,300000,2,1,2,55,-1,-1,0,-1,0,-1,251334,303237,303065,276317,312705,271392,66495,36573,84328,36303,25104,89204,1
1059,80000,1,2,1,61,0,0,0,0,-1,0,3459,4011,3023,3974,3288,3947,826,160,918,689,461,736,0
1060,80000,1,1,2,25,1,1,0,0,0,0,49016,58667,45405,45614,60073,44386,6325,7324,11585,15257,13438,14810,1
1061,300000,1,4,2,38,-1,0,0,-1,-1,-1,39296,37593,45908,39473,43415,46727,13610,4384,15635,6229,3746,9404,0
1062,200000,2,4,2,67,-1,-1,-1,0,0,-1,185253,151255,197253,168789,146315,141225,54371,43908,21467,36767,5387,20482,1
1063,50000,2,2,2,61,1,0,0,0,1,0,43964,42404,36537,36498,48279,52379,8706,6117,3614,11997,14860,15051,1
1064,200000,1,2,3,67,-1,-1,-1,0,-1,-1,152614,111217,110504,113365,103284,106622,52936,5837,12832,12157,10219,5950,0
1065,300000,2,2,1,29,0,0,-1,0,0,0,180753,208914,207130,222038,170111,165223,53128,64155,50001,11177,55966,15117,0
1066,80000,2,1,1,42,1,2,1,0,1,2,34662,31783,32482,36983,29348,26422,2271,825,3142,12431,1043,2387,1
1067,500000,2,3,1,27,1,0,0,0,0,-1,144711,163835,136593,131853,164027,136128,31120,3439,6717,26996,38509,30667,0
1068,200000,2,1,2,61,2,3,2,3,1,3,115861,120730,92044,120294,122282,108670,24525,21329,31538,40746,29290,27594,0
1069,80000,2,1,2,45,0,0,0,-1,0,0,15939,11897,16254,14527,12532,14486,3753,509,2012,4445,895,4292,1
1070,20000,2,2,2,32,0,-1,0,0,1,-1,13879,12261,12004,16476,13675,15630,4586,961,1121,3562,3275,4953,0
1071,200000,2,1,2,25,0,0,1,0,1,-1,99022,95694,89922,117749,118360,100368,18058,33028,12444,20669,17507,30990,0
